% Moku:Pro Data Logger
% Input 1, DC coupling, 1 MOhm impedance, 4 Vpp range
% Input 2, DC coupling, 1 MOhm impedance, 4 Vpp range
% Input 3, DC coupling, 1 MOhm impedance, 4 Vpp range
% Input 4, DC coupling, 1 MOhm impedance, 40 Vpp range
% Acquisition rate: 5.0000000000e+01 Hz, Precision mode
% Output 1 (off) - Sine, 1.000 000 Hz, 6.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg, output termination 50 Ohm
% Output 2 (on) - Ramp, 10.000 000 Hz, 8.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %, output termination 50 Ohm
% Output 3 (on) - Square, 10.000 000 Hz, 2.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg, duty cycle 50.00 %, output termination 50 Ohm
% Output 4 (off) - Sine, 1.000 000 Hz, 6.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg, output termination 50 Ohm
% Internal 10 MHz clock
% Acquired 2024-07-24 T 17:16:52 +0200
% Ch1,2,3=LVDT1,2,3. Ch4=Vin. Only LVDT1 is a actuator. ramp wave with 50% duty cycle, 6Vpp,T=1Hz
% Time (s), Input 1 (V), Input 2 (V), Input 3 (V), Input 4 (V)
Time,LVDT1,LVDT2,LVDT3,Vin
3.1580000000e+01, 9.1626013143e-01, -3.3654449936e-04, 1.0042661561e+00, -6.7639697918e-03
3.1600000000e+01, 9.1614433117e-01, -4.1036716374e-04, 9.8815544526e-01, -6.8004923069e-03
3.1620000000e+01, 9.1601695089e-01, -2.3666677697e-04, 1.0040519257e+00, -6.7785787978e-03
3.1640000000e+01, 9.1592141567e-01, -5.8623880534e-04, 9.7470669282e-01, -6.7712742948e-03
3.1660000000e+01, 9.1580851042e-01, -1.6139660937e-04, 9.9390492806e-01, -6.7931878039e-03
3.1680000000e+01, 9.1571731772e-01, 8.7573944995e-05, 1.0040352794e+00, -6.7931878039e-03
3.1700000000e+01, 9.1558487117e-01, 5.5656498927e-04, 9.5795690927e-01, -6.8004923069e-03
3.1720000000e+01, 9.1538873449e-01, 4.6320103138e-04, 1.0038832915e+00, -6.7639697918e-03
3.1740000000e+01, 9.1521213909e-01, 1.1637925913e-03, 9.8451497466e-01, -6.7712742948e-03
3.1760000000e+01, 9.1512384140e-01, 8.7139694028e-04, 9.9719293164e-01, -6.7712742948e-03
3.1780000000e+01, 9.1487414709e-01, 1.3461779974e-03, 1.0044796629e+00, -6.7639697918e-03
3.1800000000e+01, 9.1474170055e-01, 1.6320598840e-03, 9.7060591619e-01, -6.7274472767e-03
3.1820000000e+01, 9.1456148640e-01, 2.1813873572e-03, 1.0046106619e+00, -6.7201427737e-03
3.1840000000e+01, 9.1439285227e-01, 2.1205922218e-03, 9.8977664887e-01, -6.7712742948e-03
3.1860000000e+01, 9.1431251584e-01, 2.5454344178e-03, 1.0005583766e+00, -6.7712742948e-03
3.1880000000e+01, 9.1417717429e-01, 2.9615915944e-03, 1.0054176449e+00, -6.8004923069e-03
3.1900000000e+01, 9.1407657282e-01, 3.1034469102e-03, 9.8062987601e-01, -6.7785787978e-03
3.1920000000e+01, 9.1399768389e-01, 3.8887174088e-03, 1.0059177573e+00, -6.7712742948e-03
3.1940000000e+01, 9.1385944733e-01, 3.5109190675e-03, 9.7461694762e-01, -6.7639697918e-03
3.1960000000e+01, 9.1370963075e-01, 4.1912455824e-03, 9.9516787463e-01, -6.7566652888e-03
3.1980000000e+01, 9.1368936570e-01, 4.6457615944e-03, 1.0066813153e+00, -6.7566652888e-03
3.2000000000e+01, 9.1352796909e-01, 4.9482897680e-03, 9.5567057793e-01, -6.7493607858e-03
3.2020000000e+01, 9.1356922294e-01, 5.9571995145e-03, 1.0071097762e+00, -6.7420562827e-03
3.2040000000e+01, 9.1347079272e-01, 6.1048448433e-03, 9.9096939153e-01, -6.7566652888e-03
3.2060000000e+01, 9.1343315763e-01, 5.7169139795e-03, 1.0023084080e+00, -6.7639697918e-03
3.2080000000e+01, 9.1352217908e-01, 5.8826530985e-03, 1.0078675442e+00, -6.7639697918e-03
3.2100000000e+01, 9.1347730648e-01, 6.0223371595e-03, 9.9067699588e-01, -6.7566652888e-03
3.2120000000e+01, 9.1364015059e-01, 6.8589940225e-03, 1.0088547414e+00, -6.7493607858e-03
3.2140000000e+01, 9.1346862146e-01, 6.3349978557e-03, 9.8021878509e-01, -6.7712742948e-03
3.2160000000e+01, 9.1357284169e-01, 6.7243762227e-03, 9.9924549121e-01, -6.7639697918e-03
3.2180000000e+01, 9.1366331065e-01, 6.4833669361e-03, 1.0090682481e+00, -6.7639697918e-03
3.2200000000e+01, 9.1369805072e-01, 6.6411447874e-03, 9.6551504735e-01, -6.7566652888e-03
3.2220000000e+01, 9.1365752063e-01, 6.6621335841e-03, 1.0090740381e+00, -6.7493607858e-03
3.2240000000e+01, 9.1383122102e-01, 6.9320929352e-03, 9.8958630220e-01, -6.7420562827e-03
3.2260000000e+01, 9.1394123126e-01, 6.5499520844e-03, 1.0024256558e+00, -6.7420562827e-03
3.2280000000e+01, 9.1405775527e-01, 6.4906044522e-03, 1.0096798182e+00, -6.7712742948e-03
3.2300000000e+01, 9.1431323959e-01, 6.4232955523e-03, 9.8158233313e-01, -6.7712742948e-03
3.2320000000e+01, 9.1429297455e-01, 6.5405433134e-03, 1.0096682382e+00, -6.7566652888e-03
3.2340000000e+01, 9.1441601232e-01, 6.7250999743e-03, 9.8940970680e-01, -6.7858833008e-03
3.2360000000e+01, 9.1459550272e-01, 5.8110016890e-03, 1.0034092342e+00, -6.7712742948e-03
3.2380000000e+01, 9.1472650176e-01, 5.5091972670e-03, 1.0094576264e+00, -6.7420562827e-03
3.2400000000e+01, 9.1484592078e-01, 5.1987078256e-03, 9.7707915060e-01, -6.7566652888e-03
3.2420000000e+01, 9.1501817366e-01, 4.7796556426e-03, 1.0089459341e+00, -6.7566652888e-03
3.2440000000e+01, 9.1501817366e-01, 4.1905218308e-03, 9.7839637853e-01, -6.7493607858e-03
3.2460000000e+01, 9.1525049793e-01, 4.6016127461e-03, 9.9785299310e-01, -6.7639697918e-03
3.2480000000e+01, 9.1541334204e-01, 4.1029478858e-03, 1.0086991348e+00, -6.7785787978e-03
3.2500000000e+01, 9.1560151746e-01, 3.8771373830e-03, 9.6888193985e-01, -6.7712742948e-03
3.2520000000e+01, 9.1582660421e-01, 3.8633861024e-03, 1.0082742926e+00, -6.7566652888e-03
3.2540000000e+01, 9.1586279179e-01, 3.2424072197e-03, 9.9315801640e-01, -6.7712742948e-03
3.2560000000e+01, 9.1593299570e-01, 2.7951287237e-03, 1.0030799272e+00, -6.7858833008e-03
3.2580000000e+01, 9.1600392336e-01, 2.3782477955e-03, 1.0073674318e+00, -6.7931878039e-03
3.2600000000e+01, 9.1618992752e-01, 2.1242109798e-03, 9.9258480512e-01, -6.7639697918e-03
3.2620000000e+01, 9.1613709365e-01, 2.3000826214e-03, 1.0069563409e+00, -6.7493607858e-03
3.2640000000e+01, 9.1615808245e-01, 1.5256683971e-03, 9.7583719283e-01, -6.7493607858e-03
3.2660000000e+01, 9.1634770537e-01, 1.1587263301e-03, 9.9543349147e-01, -6.7785787978e-03
3.2680000000e+01, 9.1643166056e-01, 9.1699329181e-04, 1.0060429663e+00, -6.7785787978e-03
3.2700000000e+01, 9.1654167080e-01, 9.3291582726e-04, 9.5607370758e-01, -6.7712742948e-03
3.2720000000e+01, 9.1658075339e-01, 6.6006146972e-04, 1.0052229558e+00, -6.7347517797e-03
3.2740000000e+01, 9.1657713463e-01, 7.9974553074e-04, 9.8645245772e-01, -6.7639697918e-03
3.2760000000e+01, 9.1655542208e-01, 2.0554545767e-04, 9.9852463460e-01, -6.7566652888e-03
3.2780000000e+01, 9.1648377068e-01, 5.4281370865e-05, 1.0047467272e+00, -6.7858833008e-03
3.2800000000e+01, 9.1638316920e-01, 1.9541293511e-05, 9.8338954090e-01, -6.7274472767e-03
3.2820000000e+01, 9.1638027419e-01, 5.4570871509e-04, 1.0044818341e+00, -6.7055337677e-03
3.2840000000e+01, 9.1625506517e-01, -1.2376152557e-04, 9.7670207601e-01, -6.7420562827e-03
3.2860000000e+01, 9.1621236382e-01, 5.1386364419e-05, 9.9486824146e-01, -6.7493607858e-03
3.2880000000e+01, 9.1625144641e-01, -1.5560659648e-04, 1.0037964413e+00, -6.7785787978e-03
3.2900000000e+01, 9.1603070217e-01, 1.0783899012e-04, 9.6219375120e-01, -6.7639697918e-03
3.2920000000e+01, 9.1597352579e-01, 9.9153970780e-05, 1.0034989794e+00, -6.7639697918e-03
3.2940000000e+01, 9.1589246561e-01, 3.8648336056e-04, 9.8190729760e-01, -6.7420562827e-03
3.2960000000e+01, 9.1574771529e-01, 3.2062196391e-04, 9.9587570370e-01, -6.7639697918e-03
3.2980000000e+01, 9.1563625754e-01, 5.5873624410e-04, 1.0038167064e+00, -6.7931878039e-03
3.3000000000e+01, 9.1562178251e-01, 8.0119303396e-04, 9.7162640596e-01, -6.8004923069e-03
3.3020000000e+01, 9.1538294447e-01, 9.5679963044e-04, 1.0039361254e+00, -6.7931878039e-03
3.3040000000e+01, 9.1539741951e-01, 1.4366469489e-03, 9.8760684154e-01, -6.7931878039e-03
3.3060000000e+01, 9.1513252642e-01, 2.1430285217e-03, 9.9957190318e-01, -6.8077968099e-03
3.3080000000e+01, 9.1503771496e-01, 1.7630589257e-03, 1.0045187454e+00, -6.8077968099e-03
3.3100000000e+01, 9.1478657315e-01, 2.0952609154e-03, 9.7555782471e-01, -6.7566652888e-03
3.3120000000e+01, 9.1466136412e-01, 2.4614792308e-03, 1.0047185009e+00, -6.7566652888e-03
3.3140000000e+01, 9.1454701136e-01, 2.5367493984e-03, 9.7357908781e-01, -6.7639697918e-03
3.3160000000e+01, 9.1444423863e-01, 2.8848739236e-03, 9.9398526449e-01, -6.8077968099e-03
3.3180000000e+01, 9.1432047711e-01, 3.1461482553e-03, 1.0055435777e+00, -6.7931878039e-03
3.3200000000e+01, 9.1419454433e-01, 3.4320301419e-03, 9.6178627905e-01, -6.7931878039e-03
3.3220000000e+01, 9.1403821398e-01, 3.7019894930e-03, 1.0059163098e+00, -6.7639697918e-03
3.3240000000e+01, 9.1414967173e-01, 4.3844872627e-03, 9.9146154262e-01, -6.8077968099e-03
3.3260000000e+01, 9.1401505393e-01, 4.1782180534e-03, 1.0020398962e+00, -6.8004923069e-03
3.3280000000e+01, 9.1388115988e-01, 4.5198288140e-03, 1.0070895112e+00, -6.8077968099e-03
3.3300000000e+01, 9.1381240348e-01, 4.8751908553e-03, 9.9379129906e-01, -6.7931878039e-03
3.3320000000e+01, 9.1371686826e-01, 4.9200634552e-03, 1.0077416114e+00, -6.7712742948e-03
3.3340000000e+01, 9.1368719445e-01, 5.4245183284e-03, 9.7736503249e-01, -6.8224058159e-03
3.3360000000e+01, 9.1362495181e-01, 5.4252420800e-03, 9.9758592876e-01, -6.8004923069e-03
3.3380000000e+01, 9.1370673574e-01, 5.5815724281e-03, 1.0085305006e+00, -6.7931878039e-03
3.3400000000e+01, 9.1362495181e-01, 5.9608182726e-03, 9.6088376079e-01, -6.7639697918e-03
3.3420000000e+01, 9.1365173062e-01, 6.0686572627e-03, 1.0086911735e+00, -6.7712742948e-03
3.3440000000e+01, 9.1374147582e-01, 6.1099111045e-03, 9.8927002274e-01, -6.7785787978e-03
3.3460000000e+01, 9.1372338203e-01, 6.2119600818e-03, 1.0024010482e+00, -6.8004923069e-03
3.3480000000e+01, 9.1375956961e-01, 6.1982088012e-03, 1.0094800627e+00, -6.7785787978e-03
3.3500000000e+01, 9.1391589996e-01, 6.2228163559e-03, 9.8579818626e-01, -6.7931878039e-03
3.3520000000e+01, 9.1387609362e-01, 6.1352424109e-03, 1.0096747519e+00, -6.8077968099e-03
3.3540000000e+01, 9.1403025271e-01, 6.6085759649e-03, 9.8314925537e-01, -6.8077968099e-03
3.3560000000e+01, 9.1403242397e-01, 6.3588816589e-03, 1.0010809253e+00, -6.8151013129e-03
3.3580000000e+01, 9.1403604273e-01, 6.0831322949e-03, 1.0097883809e+00, -6.7931878039e-03
3.3600000000e+01, 9.1416414676e-01, 5.9890445854e-03, 9.7194702792e-01, -6.7785787978e-03
3.3620000000e+01, 9.1443772487e-01, 6.1207673787e-03, 1.0097232433e+00, -6.7785787978e-03
3.3640000000e+01, 9.1462011028e-01, 6.1888000302e-03, 9.8136665515e-01, -6.7931878039e-03
3.3660000000e+01, 9.1477716438e-01, 5.4990647444e-03, 9.9919844735e-01, -6.7566652888e-03
3.3680000000e+01, 9.1491250593e-01, 5.4599821574e-03, 1.0095625704e+00, -6.7712742948e-03
3.3700000000e+01, 9.1504567622e-01, 5.2927955351e-03, 9.7211493830e-01, -6.7566652888e-03
3.3720000000e+01, 9.1528451426e-01, 5.1480452128e-03, 1.0091239770e+00, -6.7420562827e-03
3.3740000000e+01, 9.1534748065e-01, 5.1183713967e-03, 9.9418429619e-01, -6.7493607858e-03
3.3760000000e+01, 9.1543071208e-01, 4.7029379717e-03, 1.0044413040e+00, -6.7639697918e-03
3.3780000000e+01, 9.1554144608e-01, 4.1101854019e-03, 1.0085659645e+00, -6.7274472767e-03
3.3800000000e+01, 9.1561092623e-01, 3.9082587023e-03, 9.8909921736e-01, -6.7493607858e-03
3.3820000000e+01, 9.1566448385e-01, 3.4682177225e-03, 1.0079073505e+00, -6.7274472767e-03
3.3840000000e+01, 9.1578535037e-01, 3.2981360937e-03, 9.7591463426e-01, -6.7785787978e-03
3.3860000000e+01, 9.1599379083e-01, 3.0086354491e-03, 9.9614855806e-01, -6.7712742948e-03
3.3880000000e+01, 9.1600247585e-01, 2.5975445338e-03, 1.0070497048e+00, -6.7420562827e-03
3.3900000000e+01, 9.1617834750e-01, 2.2559337731e-03, 9.5464646940e-01, -6.7712742948e-03
3.3920000000e+01, 9.1622394385e-01, 1.9360355608e-03, 1.0060820489e+00, -6.7858833008e-03
3.3940000000e+01, 9.1622322010e-01, 2.5005618178e-03, 9.8959064471e-01, -6.7858833008e-03
3.3960000000e+01, 9.1634119161e-01, 1.7645064289e-03, 1.0004831065e+00, -6.7785787978e-03
3.3980000000e+01, 9.1636362791e-01, 1.1898476494e-03, 1.0054864014e+00, -6.7858833008e-03
3.4000000000e+01, 9.1641139551e-01, 1.1362900301e-03, 9.8847679098e-01, -6.7712742948e-03
3.4020000000e+01, 9.1647291440e-01, 1.0407548174e-03, 1.0051824257e+00, -6.7566652888e-03
3.4040000000e+01, 9.1635277163e-01, 1.1507650623e-04, 9.7544202445e-01, -6.7858833008e-03
3.4060000000e+01, 9.1629270025e-01, 4.8997984101e-04, 9.9448682436e-01, -6.7785787978e-03
3.4080000000e+01, 9.1622901011e-01, 4.4293598626e-04, 1.0044926904e+00, -6.7712742948e-03
3.4100000000e+01, 9.1621598258e-01, 3.0325192523e-04, 9.5853229180e-01, -6.7785787978e-03
3.4120000000e+01, 9.1625723642e-01, 4.4221223465e-04, 1.0038405902e+00, -6.7493607858e-03
3.4140000000e+01, 9.1612406612e-01, 5.3774744737e-04, 9.8357844007e-01, -6.7712742948e-03
3.4160000000e+01, 9.1598293456e-01, 6.6440397939e-04, 9.9687158592e-01, -6.7858833008e-03
3.4180000000e+01, 9.1600319961e-01, 1.5850160293e-04, 1.0037725575e+00, -6.7858833008e-03
3.4200000000e+01, 9.1587581932e-01, 1.3172279330e-04, 9.7611728471e-01, -6.7785787978e-03
3.4220000000e+01, 9.1568692015e-01, -3.5246703482e-04, 1.0033426491e+00, -6.7566652888e-03
3.4240000000e+01, 9.1564349505e-01, 4.3425096692e-06, 9.7903400370e-01, -6.7712742948e-03
3.4260000000e+01, 9.1551683852e-01, 6.0143758918e-04, 9.9601249276e-01, -6.7712742948e-03
3.4280000000e+01, 9.1552986605e-01, 2.6344558660e-04, 1.0037899276e+00, -6.7493607858e-03
3.4300000000e+01, 9.1527076297e-01, 4.8997984101e-04, 9.6813937069e-01, -6.7493607858e-03
3.4320000000e+01, 9.1513831643e-01, 1.0364123077e-03, 1.0040830470e+00, -6.7128382707e-03
3.4340000000e+01, 9.1516364774e-01, 1.1478700559e-03, 9.7570836505e-01, -6.7566652888e-03
3.4360000000e+01, 9.1484013077e-01, 1.2455765234e-03, 9.9399612077e-01, -6.7639697918e-03
3.4380000000e+01, 9.1474604306e-01, 1.5604084745e-03, 1.0047452797e+00, -6.7712742948e-03
3.4400000000e+01, 9.1454556386e-01, 1.8108265321e-03, 9.6930967705e-01, -6.7858833008e-03
3.4420000000e+01, 9.1459622647e-01, 2.0684821058e-03, 1.0049479302e+00, -6.7420562827e-03
3.4440000000e+01, 9.1425968197e-01, 2.4708880018e-03, 9.8998943185e-01, -6.7347517797e-03
3.4460000000e+01, 9.1428863204e-01, 2.5866882596e-03, 1.0010273677e+00, -6.7785787978e-03
3.4480000000e+01, 9.1408236283e-01, 2.7690736657e-03, 1.0057375432e+00, -6.7639697918e-03
3.4500000000e+01, 9.1404979401e-01, 3.0810106103e-03, 9.8014061992e-01, -6.7712742948e-03
3.4520000000e+01, 9.1397959010e-01, 3.6947519769e-03, 1.0063302957e+00, -6.7493607858e-03
3.4540000000e+01, 9.1404762275e-01, 3.6817244479e-03, 9.7520173892e-01, -6.7712742948e-03
3.4560000000e+01, 9.1399551263e-01, 4.2238144049e-03, 9.9591044378e-01, -6.7639697918e-03
3.4580000000e+01, 9.1393978376e-01, 4.3352721531e-03, 1.0073182167e+00, -6.7420562827e-03
3.4600000000e+01, 9.1390866244e-01, 4.9671073099e-03, 9.6333365999e-01, -6.7420562827e-03
3.4620000000e+01, 9.1395064003e-01, 5.3231931028e-03, 1.0078595829e+00, -6.7128382707e-03
3.4640000000e+01, 9.1386957985e-01, 5.5026835025e-03, 9.9330276672e-01, -6.7347517797e-03
3.4660000000e+01, 9.1387030361e-01, 5.6771076408e-03, 1.0037530162e+00, -6.7858833008e-03
3.4680000000e+01, 9.1392313747e-01, 5.5974949636e-03, 1.0085739257e+00, -6.7493607858e-03
3.4700000000e+01, 9.1380154720e-01, 5.8602167986e-03, 9.9142028878e-01, -6.7712742948e-03
3.4720000000e+01, 9.1390287243e-01, 5.9608182726e-03, 1.0091066069e+00, -6.7420562827e-03
3.4740000000e+01, 9.1380516596e-01, 5.7205327375e-03, 9.7771098576e-01, -6.7785787978e-03
3.4760000000e+01, 9.1391372870e-01, 6.1772200044e-03, 9.9829810035e-01, -6.7785787978e-03
3.4780000000e+01, 9.1403749023e-01, 6.2901252558e-03, 1.0094822340e+00, -6.8004923069e-03
3.4800000000e+01, 9.1433278089e-01, 6.2937440139e-03, 9.5981405591e-01, -6.7712742948e-03
3.4820000000e+01, 9.1420178184e-01, 6.2763739752e-03, 1.0093251799e+00, -6.7785787978e-03
3.4840000000e+01, 9.1436173095e-01, 7.0515119511e-03, 9.9094478397e-01, -6.7712742948e-03
3.4860000000e+01, 9.1451661380e-01, 6.4117155266e-03, 1.0033976542e+00, -6.7566652888e-03
3.4880000000e+01, 9.1461070150e-01, 6.0816847917e-03, 1.0096400119e+00, -6.7566652888e-03
3.4900000000e+01, 9.1467583915e-01, 6.1142536142e-03, 9.8916073625e-01, -6.7858833008e-03
3.4920000000e+01, 9.1492336220e-01, 5.9875970822e-03, 1.0098556898e+00, -6.7566652888e-03
3.4940000000e+01, 9.1495375977e-01, 5.8696255695e-03, 9.8192322014e-01, -6.7639697918e-03
3.4960000000e+01, 9.1502396367e-01, 5.9926633435e-03, 1.0001139931e+00, -6.7785787978e-03
3.4980000000e+01, 9.1497185356e-01, 5.4498496348e-03, 1.0091840483e+00, -6.7931878039e-03
3.5000000000e+01, 9.1509995759e-01, 5.3745794672e-03, 9.6379903228e-01, -6.7712742948e-03
3.5020000000e+01, 9.1514483019e-01, 4.9909911131e-03, 1.0085362906e+00, -6.7420562827e-03
3.5040000000e+01, 9.1523602290e-01, 4.7984731845e-03, 9.8864397760e-01, -6.8004923069e-03
3.5060000000e+01, 9.1524543167e-01, 4.4105423207e-03, 1.0013436471e+00, -6.8004923069e-03
3.5080000000e+01, 9.1536629819e-01, 4.1130804083e-03, 1.0078943230e+00, -6.8224058159e-03
3.5100000000e+01, 9.1539886701e-01, 3.8329885347e-03, 9.8458662607e-01, -6.7785787978e-03
3.5120000000e+01, 9.1559427994e-01, 3.5427641384e-03, 1.0076677887e+00, -6.7639697918e-03
3.5140000000e+01, 9.1565869384e-01, 2.6959747530e-03, 9.8060888721e-01, -6.7785787978e-03
3.5160000000e+01, 9.1571587022e-01, 3.0976568974e-03, 9.9820039388e-01, -6.8077968099e-03
3.5180000000e+01, 9.1580344416e-01, 2.5808982467e-03, 1.0068629769e+00, -6.8004923069e-03
3.5200000000e+01, 9.1597207829e-01, 2.3456789730e-03, 9.6313173329e-01, -6.7931878039e-03
3.5220000000e+01, 9.1589680812e-01, 1.9345880576e-03, 1.0058837410e+00, -6.7712742948e-03
3.5240000000e+01, 9.1593950946e-01, 1.7811527160e-03, 9.8581772756e-01, -6.7712742948e-03
3.5260000000e+01, 9.1595905076e-01, 1.7572689128e-03, 9.9863971111e-01, -6.7493607858e-03
3.5280000000e+01, 9.1613564615e-01, 1.2166264590e-03, 1.0055761466e+00, -6.7858833008e-03
3.5300000000e+01, 9.1601984589e-01, 1.0393073142e-03, 9.7920046657e-01, -6.7639697918e-03
3.5320000000e+01, 9.1595615575e-01, 8.2073432748e-04, 1.0049783277e+00, -6.7347517797e-03
3.5340000000e+01, 9.1605458597e-01, 5.5511748604e-04, 9.7814017046e-01, -6.7566652888e-03
3.5360000000e+01, 9.1588884685e-01, 6.3473016331e-04, 9.9584892489e-01, -6.7712742948e-03
3.5380000000e+01, 9.1577304659e-01, 1.3461779974e-04, 1.0044087352e+00, -6.8004923069e-03
3.5400000000e+01, 9.1574409653e-01, 2.6416933821e-04, 9.6432085719e-01, -6.7931878039e-03
3.5420000000e+01, 9.1572817399e-01, 5.5439373443e-04, 1.0039411917e+00, -6.7639697918e-03
3.5440000000e+01, 9.1565145632e-01, 4.3931722820e-04, 9.8357916382e-01, -6.7566652888e-03
3.5460000000e+01, 9.1555592111e-01, 1.0494398367e-04, 9.9664722292e-01, -6.7712742948e-03
3.5480000000e+01, 9.1553855107e-01, 2.8950064461e-05, 1.0038514465e+00, -6.7639697918e-03
3.5500000000e+01, 9.1534386189e-01, 3.0397567684e-05, 9.8468939879e-01, -6.7493607858e-03
3.5520000000e+01, 9.1552335229e-01, 5.4426121187e-04, 1.0039491529e+00, -6.7493607858e-03
3.5540000000e+01, 9.1549440222e-01, -2.5620807048e-04, 9.7333373601e-01, -6.7493607858e-03
3.5560000000e+01, 9.1538004947e-01, 1.1218149979e-04, 9.9317249143e-01, -6.7785787978e-03
3.5580000000e+01, 9.1537787821e-01, 4.2846095403e-04, 1.0039657992e+00, -6.8077968099e-03
3.5600000000e+01, 9.1528451426e-01, 6.5137645038e-04, 9.5165013773e-01, -6.8077968099e-03
3.5620000000e+01, 9.1522227162e-01, 1.0067384916e-03, 1.0039028328e+00, -6.7712742948e-03
3.5640000000e+01, 9.1520634908e-01, 1.2289302364e-03, 9.8911803491e-01, -6.7858833008e-03
3.5660000000e+01, 9.1500586988e-01, 1.5133646197e-03, 9.9969494096e-01, -6.7566652888e-03
3.5680000000e+01, 9.1497402481e-01, 1.5517234551e-03, 1.0047771248e+00, -6.7639697918e-03
3.5700000000e+01, 9.1490743967e-01, 1.8296440740e-03, 9.8592918530e-01, -6.7493607858e-03
3.5720000000e+01, 9.1478584939e-01, 2.1061171896e-03, 1.0051853207e+00, -6.7347517797e-03
3.5740000000e+01, 9.1476920311e-01, 2.6894609884e-03, 9.7390622353e-01, -6.7639697918e-03
3.5760000000e+01, 9.1474097679e-01, 2.3977890890e-03, 9.9441010669e-01, -6.7858833008e-03
3.5780000000e+01, 9.1457958019e-01, 2.9080339751e-03, 1.0059264423e+00, -6.7858833008e-03
3.5800000000e+01, 9.1458681770e-01, 3.3538649678e-03, 9.6137301688e-01, -6.7639697918e-03
3.5820000000e+01, 9.1459984523e-01, 4.1051191406e-03, 1.0062904894e+00, -6.7566652888e-03
3.5840000000e+01, 9.1448259747e-01, 4.0978816245e-03, 9.9187914730e-01, -6.7858833008e-03
3.5860000000e+01, 9.1441963108e-01, 4.6891866911e-03, 1.0027187752e+00, -6.7639697918e-03
3.5880000000e+01, 9.1442903985e-01, 4.4843649850e-03, 1.0074557295e+00, -6.7712742948e-03
3.5900000000e+01, 9.1428646078e-01, 4.7796556426e-03, 9.8107643075e-01, -6.7785787978e-03
3.5920000000e+01, 9.1426112948e-01, 5.0937638420e-03, 1.0076757500e+00, -6.7712742948e-03
3.5940000000e+01, 9.1433205713e-01, 5.4028057801e-03, 9.7681570501e-01, -6.7639697918e-03
3.5960000000e+01, 9.1433205713e-01, 5.4013582769e-03, 9.9708726390e-01, -6.7420562827e-03
3.5980000000e+01, 9.1440732730e-01, 5.7053339537e-03, 1.0087997362e+00, -6.7712742948e-03
3.6000000000e+01, 9.1451299504e-01, 6.0266796692e-03, 9.7067177758e-01, -6.7785787978e-03
3.6020000000e+01, 9.1449924376e-01, 5.9941108467e-03, 1.0090631818e+00, -6.7566652888e-03
3.6040000000e+01, 9.1457885643e-01, 6.1345186593e-03, 9.9369142134e-01, -6.7566652888e-03
3.6060000000e+01, 9.1450792878e-01, 6.2879540010e-03, 1.0049472064e+00, -6.7274472767e-03
3.6080000000e+01, 9.1436824471e-01, 6.1844575205e-03, 1.0095575042e+00, -6.7347517797e-03
3.6100000000e+01, 9.1432916213e-01, 6.3234178299e-03, 9.7867791791e-01, -6.7274472767e-03
3.6120000000e+01, 9.1456800016e-01, 6.2343963817e-03, 1.0097768009e+00, -6.7055337677e-03
3.6140000000e+01, 9.1453108883e-01, 6.5144882554e-03, 9.7906874378e-01, -6.7347517797e-03
3.6160000000e+01, 9.1448404497e-01, 6.0722760207e-03, 9.9873669382e-01, -6.7347517797e-03
3.6180000000e+01, 9.1457379017e-01, 6.1786675076e-03, 1.0099533963e+00, -6.7493607858e-03
3.6200000000e+01, 9.1457523768e-01, 6.0295746757e-03, 9.6875528331e-01, -6.7566652888e-03
3.6220000000e+01, 9.1465702161e-01, 6.4934994587e-03, 1.0097587071e+00, -6.7201427737e-03
3.6240000000e+01, 9.1484519703e-01, 6.1945900431e-03, 9.9487909773e-01, -6.7566652888e-03
3.6260000000e+01, 9.1495882603e-01, 5.9861495790e-03, 1.0051889394e+00, -6.7566652888e-03
3.6280000000e+01, 9.1482348448e-01, 5.3318781221e-03, 1.0094315714e+00, -6.7931878039e-03
3.6300000000e+01, 9.1480973320e-01, 5.2790442545e-03, 9.9441227794e-01, -6.7785787978e-03
3.6320000000e+01, 9.1496099728e-01, 4.7977494328e-03, 1.0091775346e+00, -6.7201427737e-03
3.6340000000e+01, 9.1509489133e-01, 4.4872599915e-03, 9.7796285132e-01, -6.7274472767e-03
3.6360000000e+01, 9.1540320952e-01, 4.1543342502e-03, 9.9802017973e-01, -6.7493607858e-03
3.6380000000e+01, 9.1538945824e-01, 3.8351597895e-03, 1.0085724782e+00, -6.7493607858e-03
3.6400000000e+01, 9.1586134429e-01, 3.4226213709e-03, 9.5945507511e-01, -6.7493607858e-03
3.6420000000e+01, 9.1597280204e-01, 2.9377077912e-03, 1.0077814177e+00, -6.7420562827e-03
3.6440000000e+01, 9.1643817432e-01, 2.8993489558e-03, 9.8835375320e-01, -6.7493607858e-03
3.6460000000e+01, 9.1644106933e-01, 2.2798175763e-03, 1.0009477550e+00, -6.7566652888e-03
3.6480000000e+01, 9.1671102868e-01, 1.5763310099e-03, 1.0073493380e+00, -6.7493607858e-03
3.6500000000e+01, 9.1682900019e-01, 1.2911728750e-03, 9.8117630847e-01, -6.7347517797e-03
